n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
84	616.042	85.93483	377.8624	933.0632	461.0683	485.8508	511.2719	545.2302	568.3239	589.3853	610.2721	632.4555	652.938	683.2891	725.333	774.1137	796.9611
85	629.2097	87.93883	394.2385	949.8474	465.0978	490.3223	520.5651	552.9159	578.9128	602.7587	624.6663	646.7318	672.1235	699.4183	744.7818	782.234	802.2406
86	641.4413	85.41783	430.6692	941.4308	486.0741	510.585	540.6302	568.7504	591.6088	615.3796	634.7291	655.2625	679.4998	712.2703	753.6471	795.1302	817.0459
87	647.9979	90.1723	416.8717	965.8499	490.0816	518.2027	539.3033	568.6106	593.5689	613.6237	636.7213	664.6067	690.9428	727.6414	767.5506	811.8411	840.0583
88	666.5495	93.53783	430.6077	1016.602	497.8514	525.5806	549.1411	586.0819	613.4101	635.0402	658.556	683.6629	710.4168	743.3781	793.8054	832.3148	850.1223
89	673.5708	89.69994	464.0323	1022.031	507.9193	538.8098	565.8233	595.2865	623.5239	647.2295	665.6305	687.9171	713.7493	745.9933	792.4077	829.583	857.3016
90	689.28	97.87483	454.8329	1045.673	520.3124	545.1064	569.0659	599.5265	631.6906	657.5317	683.9189	705.5806	736.3729	767.6751	821.7354	863.5745	889.6814
91	703.573	98.62288	448.2812	1101.893	520.9011	552.6246	576.6143	617.1953	646.147	675.3977	699.9443	723.2178	751.9109	790.5517	835.4532	864.774	887.4277
92	707.4925	97.07186	456.411	1072.613	534.7364	559.3747	587.2946	624.6631	651.6349	675.8846	699.0279	722.18	751.2363	790.9001	834.4459	886.1625	912.7081
93	725.9288	102.2075	466.6369	1114.411	531.1102	568.396	600.6097	635.8097	671.0291	696.9878	720.1403	748.2673	770.2714	803.1837	857.0111	908.4063	936.2574
94	734.0942	102.8607	448.4875	1152.821	549.6617	579.1994	613.7825	643.5565	673.8078	700.3142	727.8709	751.7074	780.1006	812.933	870.6119	920.194	948.7444
95	752.2584	106.2732	478.3304	1112.515	554.8009	591.4271	619.8484	661.6268	692.4637	718.9701	744.2056	769.8156	799.2984	840.997	897.2313	936.1752	972.0062
96	758.0705	106.4008	498.4847	1131.264	571.1077	597.7223	628.047	665.4254	694.5358	720.8162	747.01	777.321	808.3786	848.082	898.8838	943.0716	987.8598
97	771.5533	108.2119	514.5736	1219.445	572.0909	613.2292	641.0569	679.7191	707.5889	738.2655	764.4881	788.3147	818.374	852.8845	910.658	949.7147	995.2588
98	790.4267	108.7865	533.9972	1226.858	586.597	615.0098	652.3504	697.3414	735.6365	759.405	785.5527	813.1033	838.074	874.1379	928.6463	979.3779	1015.130
99	798.7925	108.7987	511.314	1214.22	588.6595	631.8433	663.3295	705.9618	737.8414	767.3891	786.4757	820.345	852.9267	889.456	940.0755	988.9469	1017.501
100	815.426	118.6758	509.8304	1246.592	615.1585	640.5708	670.0679	708.6014	745.5407	773.9225	801.9196	837.2353	871.0517	915.1257	974.6753	1021.911	1067.235
101	829.7556	116.3071	550.2781	1265.260	624.4101	661.2246	691.562	729.434	761.5839	791.5428	820.3353	850.1659	882.1587	919.056	982.3156	1036.914	1071.058
102	830.2785	115.1829	543.806	1294.453	633.5771	663.1169	688.3081	728.6762	763.1068	790.4537	816.8335	849.4475	883.6153	927.0022	976.2807	1047.172	1071.112
103	853.6038	117.9369	572.3635	1280.878	640.2281	678.3613	710.4618	752.6938	781.0659	811.8818	844.5709	879.0722	910.8809	949.1765	1007.074	1053.083	1097.676
104	861.7911	117.6074	563.1589	1290.412	643.0303	688.8832	722.4708	757.0495	790.7206	823.1567	852.2623	883.4116	922.6587	962.2697	1013.71	1065.274	1099.005
105	884.0699	122.4244	605.7227	1357.457	665.0368	693.8775	734.719	772.6215	808.4838	848.3714	875.8299	912.068	948.5294	983.8933	1039.437	1092.433	1125.681
106	887.9701	124.6869	580.3766	1420.591	662.1994	700.1264	734.7551	778.7407	815.7481	847.0561	879.2753	912.0987	947.3268	998.7317	1052.964	1097.368	1133.498
