n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
71	253.0894	21.17858	203.8185	353.9718	214.2522	221.2284	228.5563	234.9596	240.3664	245.8414	251.8095	256.1094	262.45	270.4367	281.3787	290.2447	296.4962
72	256.7218	21.78949	196.2218	356.6833	218.4468	224.0067	230.1369	238.1575	244.342	249.5977	255.2313	259.9596	265.4732	274.1678	285.6991	295.3489	301.7333
73	261.9506	23.18105	195.949	349.637	219.3992	226.2167	232.7058	242.5531	249.4354	255.1627	259.7229	265.6351	272.0257	280.8772	292.0377	302.364	310.0419
74	265.6589	21.39195	209.3824	346.1734	226.3559	234.3352	240.5099	246.8542	253.2825	258.4357	263.2204	269.698	275.9783	282.6252	294.5658	302.9076	307.9545
75	269.6949	22.40809	208.0817	348.2758	226.2786	234.1495	241.7437	251.0737	257.1886	263.0779	268.1828	273.2325	280.5102	288.5446	299.122	308.3764	316.31
76	274.2655	22.14426	211.0237	354.5631	233.6921	239.2635	247.4429	256.2733	262.4557	266.8539	272.7838	277.4527	284.8649	293.5371	302.9835	312.5172	318.5702
77	278.5517	22.41655	223.1367	365.5681	238.4659	245.9512	252.4322	259.6074	265.2734	270.0481	275.8659	282.0638	289.4996	296.4895	308.3407	320.1437	328.0854
78	283.2351	23.80544	226.5039	397.4582	241.4125	248.9498	254.7332	261.9924	270.2314	275.5504	281.4036	286.6566	293.278	301.2325	315.62	323.8518	329.6786
79	288.5394	23.08298	234.3886	375.1186	246.4102	252.8122	259.3145	268.4213	275.4741	281.0836	286.5763	294.1156	300.3831	307.3337	318.2578	328.2073	335.6874
80	292.1758	25.88498	233.2895	403.3596	247.0931	254.3777	261.2355	269.761	277.2706	283.4008	289.4339	296.0253	303.1765	313.2028	325.2261	339.822	345.4736
81	297.4398	25.48357	233.9744	405.5885	248.9177	259.0869	266.2029	275.3906	283.4361	290.3171	296.9882	302.5227	308.5061	316.8691	328.5514	341.9357	351.8579
82	300.5412	24.72809	232.3123	407.264	254.6939	263.5545	270.2166	279.2651	286.5659	292.4449	299.1856	304.2893	311.6472	319.5325	332.4711	344.5751	353.6736
83	306.1366	24.71508	245.0918	392.1607	262.7394	269.1245	275.6882	284.0951	291.3486	297.7146	305.1033	311.9423	317.7609	326.3434	337.5885	350.5025	357.0742
84	309.9174	25.64025	249.918	412	263.3249	271.5806	279.1989	287.4091	294.9576	301.4034	307.9091	313.9092	321.7328	332.1265	343.5215	352.4769	359.0641
85	314.1750	25.28757	258.1046	418.7243	269.2768	276.7381	282.9311	292.913	299.2591	305.0115	311.6087	318.9451	325.5488	335.2521	346.5112	357.6535	365.9891
86	318.5684	25.47781	251.3265	430.8515	273.7298	278.9068	286.7752	296.9983	303.5523	310.0452	316.3353	323.1052	330.7401	339.1357	352.6372	362.029	370.0216
87	325.9259	27.62915	260.7029	435.8325	275.1945	284.9982	291.839	301.2242	309.8968	316.8627	323.6572	331.397	338.9867	347.4018	363.2244	376.9324	381.6884
88	328.6016	26.28439	259.7056	423.1312	279.1487	289.3372	297.0253	306.6333	314.1974	319.692	326.9113	333.988	340.5863	349.5011	363.0647	377.7565	384.4216
89	332.9264	25.42994	252.4599	423.7735	284.2393	293.0461	300.0367	311.5702	319.0987	325.6348	331.9398	337.9201	344.8797	353.3808	365.3136	375.0093	381.5573
90	336.8944	27.34568	269.2601	443.5448	289.7516	297.6642	303.921	312.6787	319.2241	327.3729	334.4922	342.0468	349.2735	360.9765	373.2399	382.7323	394.4933
91	341.4215	26.91428	274.5214	483.3942	295.6518	300.0867	308.6487	317.2034	326.2147	333.8742	339.6793	345.6559	353.4629	361.7098	377.2559	388.5743	396.8022
92	345.9203	27.75343	281.4676	465.0634	296.7827	303.9803	310.6187	322.588	330.6418	337.8994	344.3196	349.7428	357.9721	367.9728	382.2447	392.4232	399.6136
93	351.2972	28.64654	273.2618	485.0134	302.3706	308.775	315.639	326.4353	333.9251	342.7798	348.7119	356.379	364.2087	374.2619	388.3632	401.0561	409.4484
94	355.9375	29.39364	281.3325	463.4663	303.1782	312.9233	319.9062	330.2741	338.9159	346.2138	354.3953	361.7858	368.0924	380.4852	395.5958	408.1679	418.1005
95	360.0257	28.04890	278.618	486.8901	309.8645	318.8385	325.2414	336.1934	343.8023	350.3027	357.4437	365.9016	373.4354	382.4631	398.447	409.1063	416.9652
96	365.7506	29.34992	290.9691	489.3373	313.439	321.9922	329.9333	340.645	348.666	355.83	364.4928	371.4122	378.839	388.5512	402.6251	419.0549	429.3344
97	369.5821	28.9025	300.789	471.6397	317.9937	326.0123	333.0706	344.5171	353.5336	360.211	367.8886	374.9133	383.017	392.6449	406.8513	420.3023	427.8107
98	374.4348	29.85333	283.6759	522.449	322.5337	330.6433	338.1553	349.0974	357.3863	363.989	371.5966	380.5798	388.6142	397.9799	412.393	427.2435	435.4733
99	378.7769	29.45680	308.9466	498.9649	326.4567	335.9881	342.412	353.3384	361.7375	369.5186	376.1675	383.9245	392.7035	402.7381	415.2879	431.8379	440.5882
100	382.3123	29.07607	292.6226	514.5163	329.8242	339.3995	345.491	356.8515	365.9986	373.5492	381.1194	387.9884	396.2613	406.3545	419.3316	432.643	441.2165
101	385.9309	30.77017	312.7747	530.2226	330.4815	340.6905	349.6541	359.9028	367.9565	375.5343	383.2727	391.5712	399.6599	409.3629	426.3191	437.9863	452.1571
102	392.0411	29.36866	317.5783	501.4389	341.8011	349.6184	354.7633	366.2526	374.3648	382.4356	390.1346	398.3867	406.5132	415.5911	429.2459	445.2786	452.4555
103	398.1122	29.92827	329.9636	509.3192	343.1589	352.5677	361.1039	371.9785	380.6494	387.7164	396.2045	404.0569	412.6694	423.4832	437.3603	451.7234	460.8622
104	401.6624	32.50250	314.3883	600.2066	344.0857	354.5025	363.5533	374.2673	383.0914	391.0959	398.0038	407.3917	416.5177	427.5325	443.4591	456.919	471.2653
105	405.3416	31.05112	325.0661	522.7791	345.1898	359.2353	368.6272	378.0688	388.0619	396.1767	403.0136	411.2542	419.1897	429.5928	446.1457	460.0826	470.6782
106	411.3007	31.61911	330.4482	522.0661	352.5394	362.6734	372.3668	383.1083	392.2206	401.258	409.9073	417.872	428.5184	437.8641	451.2959	465.5277	474.9789
107	414.8931	32.09741	336.4461	545.1147	353.5449	364.2664	374.0695	388.5331	397.897	405.5638	413.4707	421.1674	430.0256	440.5837	455.3614	469.8851	479.1284
108	420.9731	32.76484	347.6133	551.8043	361.9986	372.3869	381.9935	393.7956	403.3311	410.574	417.544	424.7729	435.4067	445.3482	463.4695	479.7958	493.9352
