n	avg	sd	min	max	0.02	0.05	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	0.95	0.97
94	415.4721	46.50515	294.8389	598.2265	328.2057	342.7492	357.4773	375.9122	390.3857	401.1309	412.3081	425.2928	437.1121	454.7604	475.5281	491.4947	508.2381
95	422.0712	47.3835	308.3699	682.0337	335.0045	351.5508	365.3054	381.3869	394.449	407.431	418.1818	429.8255	444.7629	461.6406	484.3263	502.9294	521.5017
96	427.583	46.93094	293.2269	599.5657	335.097	357.5248	369.298	388.322	400.1237	412.7287	424.2817	435.3344	451.0676	468.3898	489.6223	507.1213	520.1394
97	432.8899	48.36428	311.7114	631.0531	348.382	360.1777	374.1283	390.9015	405.4454	416.4805	427.1229	442.0747	456.3507	473.1279	497.2203	520.8647	531.1892
98	440.5235	51.5541	306.0049	651.1213	350.5496	363.3167	377.4772	395.76	412.0182	423.9281	436.3279	449.7021	463.108	481.3762	509.0982	534.2078	546.3232
99	441.4555	50.11482	315.8861	683.8801	353.2676	364.2719	378.349	398.738	415.0036	427.1323	437.7237	449.4063	464.2219	480.5684	504.5889	529.5262	541.2541
100	449.4884	51.47757	310.0145	650.293	352.0369	371.2102	389.7807	407.0172	419.7487	432.2904	445.0786	457.5358	470.9044	492.251	513.9514	540.5608	557.5374
101	455.3531	47.8463	322.8715	625.1032	365.9918	381.4839	397.897	415.3336	428.6747	442.1357	451.5772	464.5815	475.9748	491.6808	518.2644	541.6438	553.7274
102	459.039	50.33765	316.9337	680.7804	367.9606	383.6248	399.3107	415	430.6158	442.2115	455.0418	466.2918	482.7318	498.6512	529.4157	547.3317	561.9386
103	462.9854	51.96245	329.1595	672.6723	368.8902	386.0518	399.85	418.3993	432.2638	447.1063	460.1978	472.8509	486.0165	506.3319	529.7924	552.9738	569.5244
104	471.4446	52.01122	345.6082	652.6293	378.46	393.5873	405.984	427.6003	442.155	455.1055	468.3887	481.7925	494.8353	514.7077	539.8176	559.3764	578.5568
105	475.2308	54.33951	338.003	655.2954	372.7197	391.7091	409.3434	428.6304	443.9189	457.7204	470.8291	484.1591	502.0936	520.1192	551.3656	571.547	586.6924
106	480.1652	54.13804	319.4871	751.5238	382.8094	395.7272	410.4022	435.177	449.2115	464.2607	475.9475	490.8615	505.2267	523.9752	549.0437	572.2657	591.0076
107	483.9696	54.01525	341.8011	674.6288	384.6115	402.4028	418.0502	438.8713	453.707	465.3773	480.2187	494.342	510.2058	526.5776	558.5857	579.3893	591.7736
108	493.3958	54.30079	364.5134	707.0248	393.131	409.1259	425.3634	448.3905	462.4143	476.2457	490.4498	502.7425	518.2914	537.2467	566.6577	591.4076	601.8688
109	494.7858	55.90232	360.1361	690.1884	389.9897	409.0697	424.3466	448.2432	463.7737	477.6861	489.9694	504.6563	521.1622	540.2573	568.0352	589.9424	611.8366
110	500.7231	56.31668	349.0473	723.3989	394.9139	412.8038	430.3824	452.513	468.1837	483.5483	497.4183	514.3715	527.9271	545.0688	572.9738	598.1722	617.2933
111	507.1588	57.43287	323.1254	692.263	401.4075	418.2248	435.5961	458.5259	473.9726	488.1987	503.7142	517.4514	535.1318	554.5467	583.7876	604.5627	625.1976
112	510.8273	56.90669	355.6093	770.0331	405.8177	421.1924	438.5989	463.5407	478.5081	492.6682	507.0158	522.427	539.268	558.4855	584.1866	607.0124	620.5183
